@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric

@data
698,'2018/07/04 21:44:36:763',12,116,115,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
699,'2018/07/04 21:44:36:764',12,116,118,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
700,'2018/07/04 21:44:36:780',12,119,118,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
701,'2018/07/04 21:44:36:785',12,119,118,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
702,'2018/07/04 21:44:36:787',12,119,121,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
703,'2018/07/04 21:44:36:792',12,121,121,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
704,'2018/07/04 21:44:36:799',12,121,121,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
705,'2018/07/04 21:44:36:815',12,121,123,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
706,'2018/07/04 21:44:36:829',12,127,123,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
707,'2018/07/04 21:44:36:830',12,127,123,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
708,'2018/07/04 21:44:36:835',12,127,127,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
709,'2018/07/04 21:44:36:863',12,127,127,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
710,'2018/07/04 21:44:36:863',12,127,127,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
711,'2018/07/04 21:44:36:875',12,127,127,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
712,'2018/07/04 21:44:36:876',12,127,127,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
713,'2018/07/04 21:44:36:876',12,127,127,109,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
714,'2018/07/04 21:44:36:876',12,127,127,109,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
715,'2018/07/04 21:44:36:903',12,127,127,109,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
716,'2018/07/04 21:44:36:904',12,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
717,'2018/07/04 21:44:36:907',12,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
718,'2018/07/04 21:44:36:908',12,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
719,'2018/07/04 21:44:36:913',12,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
720,'2018/07/04 21:44:36:920',12,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
721,'2018/07/04 21:44:36:937',12,127,127,116,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
722,'2018/07/04 21:44:36:939',12,127,127,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
723,'2018/07/04 21:44:36:941',12,127,127,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
724,'2018/07/04 21:44:36:953',12,127,127,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
725,'2018/07/04 21:44:36:956',12,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
726,'2018/07/04 21:44:36:961',12,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
727,'2018/07/04 21:44:36:976',12,127,127,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
728,'2018/07/04 21:44:36:979',12,127,127,122,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
729,'2018/07/04 21:44:36:983',12,127,127,122,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
730,'2018/07/04 21:44:36:988',12,127,127,122,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
731,'2018/07/04 21:44:36:993',12,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
732,'2018/07/04 21:44:37:004',12,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
733,'2018/07/04 21:44:37:016',12,127,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
734,'2018/07/04 21:44:37:020',12,127,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
735,'2018/07/04 21:44:37:024',12,127,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
736,'2018/07/04 21:44:37:032',12,127,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
737,'2018/07/04 21:44:37:043',12,127,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
738,'2018/07/04 21:44:37:044',12,127,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
739,'2018/07/04 21:44:37:059',12,127,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
740,'2018/07/04 21:44:37:066',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
741,'2018/07/04 21:44:37:066',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
742,'2018/07/04 21:44:37:087',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
743,'2018/07/04 21:44:37:091',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
744,'2018/07/04 21:44:37:093',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
745,'2018/07/04 21:44:37:115',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
746,'2018/07/04 21:44:37:120',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
747,'2018/07/04 21:44:37:129',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
748,'2018/07/04 21:44:37:140',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
749,'2018/07/04 21:44:37:147',12,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
750,'2018/07/04 21:44:40:296',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
751,'2018/07/04 21:44:40:311',13,127,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
752,'2018/07/04 21:44:40:342',13,127,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
753,'2018/07/04 21:44:40:399',13,127,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
754,'2018/07/04 21:44:40:413',13,124,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
755,'2018/07/04 21:44:40:421',13,124,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
756,'2018/07/04 21:44:40:425',13,117,127,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
757,'2018/07/04 21:44:40:447',13,117,123,114,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
758,'2018/07/04 21:44:40:448',13,117,123,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
759,'2018/07/04 21:44:40:452',13,113,123,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
760,'2018/07/04 21:44:40:457',13,113,118,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
761,'2018/07/04 21:44:40:463',13,113,118,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
762,'2018/07/04 21:44:40:468',13,109,118,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
763,'2018/07/04 21:44:40:491',13,109,114,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
764,'2018/07/04 21:44:40:492',13,109,114,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
765,'2018/07/04 21:44:40:493',13,105,114,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
766,'2018/07/04 21:44:40:497',13,105,111,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
767,'2018/07/04 21:44:40:500',13,105,111,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
768,'2018/07/04 21:44:40:503',13,101,111,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
769,'2018/07/04 21:44:40:519',13,101,108,102,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
770,'2018/07/04 21:44:40:519',13,101,108,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
771,'2018/07/04 21:44:40:521',13,98,108,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
772,'2018/07/04 21:44:40:539',13,98,105,100,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
773,'2018/07/04 21:44:40:543',13,98,105,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
774,'2018/07/04 21:44:40:548',13,95,105,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
775,'2018/07/04 21:44:40:565',13,95,104,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
776,'2018/07/04 21:44:40:569',13,95,104,95,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
777,'2018/07/04 21:44:40:572',13,93,104,95,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
778,'2018/07/04 21:44:40:577',13,93,102,95,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
779,'2018/07/04 21:44:40:581',13,93,102,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
780,'2018/07/04 21:44:40:593',13,91,102,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
781,'2018/07/04 21:44:40:605',13,91,101,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
782,'2018/07/04 21:44:40:609',13,91,101,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
783,'2018/07/04 21:44:40:613',13,88,101,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
784,'2018/07/04 21:44:40:640',13,88,99,92,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
785,'2018/07/04 21:44:40:640',13,88,99,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
786,'2018/07/04 21:44:40:640',13,87,99,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
787,'2018/07/04 21:44:40:648',13,87,98,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
788,'2018/07/04 21:44:40:649',13,87,98,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
789,'2018/07/04 21:44:40:657',13,86,98,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
790,'2018/07/04 21:44:40:671',13,86,98,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
791,'2018/07/04 21:44:40:673',13,84,98,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
792,'2018/07/04 21:44:40:688',13,84,98,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
793,'2018/07/04 21:44:40:691',13,84,98,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
794,'2018/07/04 21:44:40:693',13,84,98,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
795,'2018/07/04 21:44:40:707',13,84,99,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
796,'2018/07/04 21:44:40:711',13,84,99,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
797,'2018/07/04 21:44:40:715',13,84,99,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
798,'2018/07/04 21:44:40:744',13,84,104,90,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
799,'2018/07/04 21:44:40:751',13,84,104,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
800,'2018/07/04 21:44:40:755',13,84,107,91,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
801,'2018/07/04 21:44:40:760',13,84,107,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
802,'2018/07/04 21:44:40:795',13,84,109,94,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
803,'2018/07/04 21:44:40:797',13,84,109,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
804,'2018/07/04 21:44:40:815',13,84,112,96,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
805,'2018/07/04 21:44:40:824',13,84,112,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
806,'2018/07/04 21:44:40:825',13,84,113,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
807,'2018/07/04 21:44:40:828',13,84,113,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
808,'2018/07/04 21:44:40:829',13,84,113,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
809,'2018/07/04 21:44:40:845',13,84,115,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
810,'2018/07/04 21:44:40:856',13,84,115,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
811,'2018/07/04 21:44:40:857',13,85,115,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
812,'2018/07/04 21:44:40:901',13,85,116,106,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
813,'2018/07/04 21:44:40:903',13,85,116,111,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
814,'2018/07/04 21:44:40:903',13,86,116,111,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
815,'2018/07/04 21:44:40:903',13,86,117,111,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
816,'2018/07/04 21:44:40:904',13,86,117,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
817,'2018/07/04 21:44:40:908',13,86,118,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
818,'2018/07/04 21:44:40:912',13,86,118,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
819,'2018/07/04 21:44:40:924',13,87,118,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
820,'2018/07/04 21:44:40:936',13,87,119,115,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
821,'2018/07/04 21:44:40:937',13,87,119,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
822,'2018/07/04 21:44:40:949',13,87,120,117,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
823,'2018/07/04 21:44:40:959',13,87,120,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
824,'2018/07/04 21:44:40:963',13,88,120,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
825,'2018/07/04 21:44:40:979',13,88,122,119,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
826,'2018/07/04 21:44:40:983',13,88,122,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
827,'2018/07/04 21:44:40:987',13,89,122,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
828,'2018/07/04 21:44:40:991',13,89,123,121,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
829,'2018/07/04 21:44:40:997',13,89,123,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
830,'2018/07/04 21:44:41:003',13,91,123,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
831,'2018/07/04 21:44:41:016',13,91,124,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
832,'2018/07/04 21:44:41:023',13,91,124,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
833,'2018/07/04 21:44:41:027',13,92,124,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
834,'2018/07/04 21:44:41:031',13,92,127,123,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
835,'2018/07/04 21:44:41:033',13,92,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
836,'2018/07/04 21:44:41:047',13,95,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
837,'2018/07/04 21:44:41:059',13,95,127,124,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
838,'2018/07/04 21:44:41:059',13,95,127,125,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
839,'2018/07/04 21:44:41:060',13,98,127,125,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
840,'2018/07/04 21:44:41:087',13,98,127,125,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
841,'2018/07/04 21:44:41:100',13,98,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
842,'2018/07/04 21:44:41:103',13,99,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
843,'2018/07/04 21:44:41:115',13,99,127,126,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
844,'2018/07/04 21:44:41:120',13,99,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
845,'2018/07/04 21:44:41:132',13,102,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
846,'2018/07/04 21:44:41:132',13,102,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
847,'2018/07/04 21:44:41:132',13,104,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
848,'2018/07/04 21:44:41:149',13,104,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
849,'2018/07/04 21:44:41:153',13,104,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
850,'2018/07/04 21:44:41:156',13,105,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
851,'2018/07/04 21:44:41:161',13,105,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
852,'2018/07/04 21:44:41:165',13,107,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
853,'2018/07/04 21:44:41:191',13,107,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
854,'2018/07/04 21:44:41:191',13,107,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
855,'2018/07/04 21:44:41:191',13,109,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
856,'2018/07/04 21:44:41:208',13,109,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
857,'2018/07/04 21:44:41:209',13,109,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
858,'2018/07/04 21:44:41:212',13,109,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
859,'2018/07/04 21:44:41:215',13,109,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
860,'2018/07/04 21:44:41:217',13,111,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
861,'2018/07/04 21:44:41:245',13,111,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
862,'2018/07/04 21:44:41:247',13,113,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
863,'2018/07/04 21:44:41:255',13,113,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
864,'2018/07/04 21:44:41:255',13,113,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
865,'2018/07/04 21:44:41:271',13,113,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
866,'2018/07/04 21:44:41:273',13,113,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
867,'2018/07/04 21:44:41:276',13,115,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
868,'2018/07/04 21:44:41:281',13,115,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
869,'2018/07/04 21:44:41:287',13,116,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
870,'2018/07/04 21:44:41:305',13,116,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
871,'2018/07/04 21:44:41:307',13,116,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
872,'2018/07/04 21:44:41:309',13,120,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
873,'2018/07/04 21:44:41:341',13,120,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
874,'2018/07/04 21:44:41:342',13,120,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
875,'2018/07/04 21:44:41:342',13,120,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
876,'2018/07/04 21:44:41:347',13,120,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
877,'2018/07/04 21:44:41:349',13,122,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
878,'2018/07/04 21:44:41:369',13,122,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
879,'2018/07/04 21:44:41:371',13,122,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
880,'2018/07/04 21:44:41:375',13,123,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
881,'2018/07/04 21:44:41:381',13,123,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
882,'2018/07/04 21:44:41:389',13,125,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
883,'2018/07/04 21:44:41:405',13,125,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
884,'2018/07/04 21:44:41:406',13,126,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
885,'2018/07/04 21:44:41:422',13,126,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
886,'2018/07/04 21:44:41:424',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
887,'2018/07/04 21:44:41:437',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
888,'2018/07/04 21:44:41:438',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
889,'2018/07/04 21:44:41:443',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
890,'2018/07/04 21:44:41:445',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
891,'2018/07/04 21:44:41:468',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
892,'2018/07/04 21:44:41:469',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
893,'2018/07/04 21:44:41:476',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
894,'2018/07/04 21:44:41:483',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
895,'2018/07/04 21:44:41:495',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
896,'2018/07/04 21:44:41:499',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
897,'2018/07/04 21:44:41:505',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
898,'2018/07/04 21:44:41:511',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
899,'2018/07/04 21:44:41:543',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
900,'2018/07/04 21:44:41:544',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
901,'2018/07/04 21:44:41:557',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
902,'2018/07/04 21:44:41:560',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
903,'2018/07/04 21:44:41:560',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
904,'2018/07/04 21:44:41:564',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
905,'2018/07/04 21:44:41:571',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
906,'2018/07/04 21:44:41:587',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
907,'2018/07/04 21:44:41:589',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
908,'2018/07/04 21:44:41:593',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
909,'2018/07/04 21:44:41:599',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
910,'2018/07/04 21:44:41:617',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
911,'2018/07/04 21:44:41:621',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
912,'2018/07/04 21:44:41:625',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
913,'2018/07/04 21:44:41:648',13,127,127,127,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
914,'2018/07/04 21:44:44:591',14,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
915,'2018/07/04 21:44:44:633',14,127,127,113,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
916,'2018/07/04 21:44:44:719',14,127,127,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
917,'2018/07/04 21:44:44:725',14,127,127,110,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
918,'2018/07/04 21:44:44:748',14,127,127,109,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
919,'2018/07/04 21:44:44:748',14,127,124,109,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
920,'2018/07/04 21:44:44:777',14,127,124,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
921,'2018/07/04 21:44:44:783',14,127,123,108,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
922,'2018/07/04 21:44:44:789',14,127,123,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
923,'2018/07/04 21:44:44:793',14,127,120,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
924,'2018/07/04 21:44:44:815',14,116,120,105,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
925,'2018/07/04 21:44:44:825',14,116,120,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
926,'2018/07/04 21:44:44:828',14,116,119,104,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
927,'2018/07/04 21:44:44:849',14,116,119,101,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
928,'2018/07/04 21:44:44:851',14,116,114,101,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
929,'2018/07/04 21:44:44:868',14,116,114,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
930,'2018/07/04 21:44:44:872',14,116,113,99,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
931,'2018/07/04 21:44:44:876',14,116,113,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
932,'2018/07/04 21:44:44:881',14,116,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
933,'2018/07/04 21:44:44:905',14,106,111,98,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
934,'2018/07/04 21:44:44:907',14,106,111,97,1.53,42,0.130001,5,47,1396.912964,109,3.309998,0.02
